numberOfFeatures,test accuracy,test accuracy_modify,test accuracy_sklearn,test accuracy_regression,training accuracy,training accuracy_modify,training accuracy_sklearn,training accuracy_regression,micro f1,micro f1_modify,micro f1_sklearn,micro f1_regression,macro f1,macro f1_modify,macro f1_sklearn,macro f1_regression,oobscore,oobscore_modify,strength,strength_modify,correlation,correlation_modify,mcnemar,e-e_modify,upper,downer
20,0.68,0.6933333333333334,0.68,0.64,1.0,0.9955555555555555,1.0,0.8,0.68,0.6933333333333334,0.68,0.64,0.6771879483500718,0.689803992087754,0.6794871794871795,0.6389730789802104,0.7422222222222222,0.7511111111111111,9.80888888888889,9.804444444444444,247.62601109575553,271.29091078048947,0.0,0.013333333333333308,0.0549804391511884,-0.08164710581785502
20,0.7333333333333333,0.6933333333333334,0.7333333333333333,0.64,1.0,1.0,1.0,0.8,0.7333333333333333,0.6933333333333334,0.7333333333333333,0.64,0.7294372294372294,0.6877828054298643,0.732142857142857,0.6389730789802104,0.7333333333333333,0.72,9.24,10.026666666666667,272.97953998899635,261.95076404182674,0.8,-0.039999999999999925,0.10893298308802705,-0.028932983088026984
20,0.72,0.7066666666666667,0.6933333333333334,0.64,1.0,1.0,1.0,0.8,0.72,0.7066666666666667,0.6933333333333334,0.64,0.7149321266968325,0.7040889526542324,0.689803992087754,0.6389730789802104,0.7155555555555555,0.76,10.115555555555556,10.115555555555556,265.684267818253,251.60673729208077,0.0,-0.013333333333333308,0.08164710581785502,-0.0549804391511884
20,0.72,0.7333333333333333,0.6933333333333334,0.64,1.0,1.0,1.0,0.8,0.72,0.7333333333333333,0.6933333333333334,0.64,0.7181964573268921,0.7274709302325582,0.691358024691358,0.6389730789802104,0.7822222222222223,0.72,10.293333333333333,10.0,236.5240056289793,263.4109052285179,0.0,0.013333333333333308,0.0549804391511884,-0.08164710581785502
20,0.7066666666666667,0.6933333333333334,0.68,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.6933333333333334,0.68,0.64,0.7040889526542324,0.691358024691358,0.6785714285714286,0.6389730789802104,0.7422222222222222,0.7733333333333333,10.133333333333333,10.404444444444444,274.4674742205188,250.55073472620938,0.0,-0.013333333333333308,0.0923414527456725,-0.06567478607900577
20,0.7066666666666667,0.6933333333333334,0.7066666666666667,0.64,1.0,0.9955555555555555,1.0,0.8,0.7066666666666667,0.6933333333333334,0.7066666666666667,0.64,0.7040889526542324,0.691358024691358,0.700218023255814,0.6389730789802104,0.7333333333333333,0.7422222222222222,9.644444444444444,9.568888888888889,258.67551749443817,256.9814305184594,0.0,-0.013333333333333308,0.068498070168767,-0.04183140350210026
20,0.6933333333333334,0.7066666666666667,0.68,0.64,1.0,1.0,1.0,0.8,0.6933333333333334,0.7066666666666667,0.68,0.64,0.689803992087754,0.7053571428571429,0.6771879483500718,0.6389730789802104,0.7244444444444444,0.7422222222222222,9.96888888888889,9.355555555555556,260.08133549191984,242.87777041973737,0.0,0.013333333333333308,0.0549804391511884,-0.08164710581785502
20,0.68,0.7066666666666667,0.6666666666666666,0.64,1.0,1.0,1.0,0.8,0.68,0.7066666666666667,0.6666666666666666,0.64,0.6771879483500718,0.7023809523809523,0.664519592055824,0.6389730789802104,0.7555555555555555,0.7022222222222222,10.79111111111111,9.351111111111111,274.21601571168884,268.95232620119305,0.25,0.026666666666666616,0.03574729064224237,-0.08908062397557572
20,0.7333333333333333,0.72,0.72,0.64,1.0,1.0,1.0,0.8,0.7333333333333333,0.72,0.72,0.64,0.7274709302325582,0.7167775579931668,0.7181964573268921,0.6389730789802104,0.7244444444444444,0.7511111111111111,9.12,10.017777777777777,244.30732065405883,252.14160740917987,0.0,-0.013333333333333308,0.068498070168767,-0.04183140350210026
20,0.72,0.68,0.72,0.64,1.0,1.0,1.0,0.8,0.72,0.68,0.72,0.64,0.7149321266968325,0.6785714285714286,0.7192012836512748,0.6389730789802104,0.7733333333333333,0.7333333333333333,10.813333333333333,10.12888888888889,266.9961203250444,264.11209941477347,0.5714285714285714,-0.039999999999999925,0.11953243084183361,-0.03953243084183365
