numberOfFeatures,test accuracy,test accuracy_modify,test accuracy_sklearn,test accuracy_regression,training accuracy,training accuracy_modify,training accuracy_sklearn,training accuracy_regression,micro f1,micro f1_modify,micro f1_sklearn,micro f1_regression,macro f1,macro f1_modify,macro f1_sklearn,macro f1_regression,oobscore,oobscore_modify,strength,strength_modify,correlation,correlation_modify,mcnemar,e-e_modify,upper,downer
20,0.7066666666666667,0.72,0.6533333333333333,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.72,0.6533333333333333,0.64,0.7053571428571429,0.7181964573268921,0.6517857142857142,0.6389730789802104,0.7288888888888889,0.7333333333333333,9.017777777777777,8.213333333333333,194.0784922691917,197.21100454737308,0.0,0.013333333333333308,0.0549804391511884,-0.08164710581785502
20,0.7066666666666667,0.7066666666666667,0.7466666666666667,0.64,1.0,0.9955555555555555,1.0,0.8,0.7066666666666667,0.7066666666666667,0.7466666666666667,0.64,0.7053571428571429,0.7053571428571429,0.7450348899624262,0.6389730789802104,0.7333333333333333,0.7333333333333333,8.502222222222223,8.626666666666667,193.1570026375259,204.49166378114987,0.5,0.0,0.04675811443001689,-0.04675811443001689
20,0.72,0.68,0.7066666666666667,0.64,1.0,1.0,1.0,0.8,0.72,0.68,0.7066666666666667,0.64,0.7181964573268921,0.6771879483500718,0.7061965811965812,0.6389730789802104,0.7511111111111111,0.7822222222222223,9.2,9.484444444444444,193.50080231488386,178.0347657204583,1.3333333333333333,-0.039999999999999925,0.09596067012800685,-0.0159606701280069
20,0.7333333333333333,0.7333333333333333,0.7066666666666667,0.64,1.0,1.0,1.0,0.8,0.7333333333333333,0.7333333333333333,0.7066666666666667,0.64,0.732142857142857,0.7294372294372294,0.7040889526542324,0.6389730789802104,0.7555555555555555,0.7244444444444444,8.87111111111111,8.515555555555556,199.92095288389302,207.18110393926918,0.16666666666666666,0.0,0.07381333194473372,-0.07381333194473372
20,0.7066666666666667,0.6666666666666666,0.6933333333333334,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.6666666666666666,0.6933333333333334,0.64,0.7040889526542324,0.6657158138705651,0.691358024691358,0.6389730789802104,0.7066666666666667,0.72,7.773333333333333,8.586666666666666,196.50617485430942,188.68109188389596,0.5714285714285714,-0.040000000000000036,0.11953243084183361,-0.03953243084183365
20,0.72,0.72,0.6133333333333333,0.64,1.0,1.0,1.0,0.8,0.72,0.72,0.6133333333333333,0.64,0.7181964573268921,0.7181964573268921,0.6122303440898555,0.6389730789802104,0.7288888888888889,0.7555555555555555,8.088888888888889,9.666666666666666,200.17394563297697,205.51800762666343,0.25,0.0,0.06206666666666667,-0.06206666666666667
20,0.7333333333333333,0.7066666666666667,0.72,0.64,1.0,1.0,1.0,0.8,0.7333333333333333,0.7066666666666667,0.72,0.64,0.732142857142857,0.7040889526542324,0.7181964573268921,0.6389730789802104,0.7244444444444444,0.7422222222222222,8.733333333333333,9.088888888888889,220.72491655782952,211.67179037098248,0.16666666666666666,-0.026666666666666616,0.1007638728728925,-0.047430539539559155
20,0.7066666666666667,0.7333333333333333,0.72,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.7333333333333333,0.72,0.64,0.7040889526542324,0.732142857142857,0.7181964573268921,0.6389730789802104,0.7511111111111111,0.7422222222222222,8.462222222222222,8.6,207.1718045759085,200.64569046700595,0.08333333333333333,0.026666666666666616,0.07386280700420056,-0.1271961403375339
20,0.72,0.7066666666666667,0.7066666666666667,0.64,1.0,1.0,1.0,0.8,0.72,0.7066666666666667,0.7066666666666667,0.64,0.7192012836512748,0.7040889526542324,0.7040889526542324,0.6389730789802104,0.76,0.7333333333333333,8.782222222222222,9.04888888888889,198.5928104542198,198.74739197174858,0.0,-0.013333333333333308,0.0923414527456725,-0.06567478607900577
20,0.72,0.72,0.7066666666666667,0.64,1.0,1.0,1.0,0.8,0.72,0.72,0.7066666666666667,0.64,0.7167775579931668,0.7181964573268921,0.7040889526542324,0.6389730789802104,0.7466666666666667,0.7377777777777778,8.80888888888889,8.36,185.82215433803879,202.4961144458181,0.16666666666666666,0.0,0.07381333194473372,-0.07381333194473372
20,0.6933333333333334,0.68,0.7466666666666667,0.64,1.0,1.0,1.0,0.8,0.6933333333333334,0.68,0.7466666666666667,0.64,0.691358024691358,0.6785714285714286,0.7450348899624262,0.6389730789802104,0.76,0.7155555555555555,9.315555555555555,8.635555555555555,208.65224364520066,229.35694722410796,0.0,-0.013333333333333308,0.04944031198778784,-0.022773645321121222
20,0.6933333333333334,0.68,0.7333333333333333,0.64,1.0,1.0,1.0,0.8,0.6933333333333334,0.68,0.7333333333333333,0.64,0.69245854876092,0.6771879483500718,0.7294372294372294,0.6389730789802104,0.7377777777777778,0.7288888888888889,9.04888888888889,9.68,220.37339727070415,204.3121629096006,0.0,-0.013333333333333308,0.08164710581785502,-0.0549804391511884
20,0.72,0.72,0.72,0.64,1.0,1.0,1.0,0.8,0.72,0.72,0.72,0.64,0.7192012836512748,0.7192012836512748,0.7181964573268921,0.6389730789802104,0.7555555555555555,0.76,9.591111111111111,8.44,194.66141071140922,204.04611073724212,0.25,0.0,0.06206666666666667,-0.06206666666666667
20,0.6933333333333334,0.7066666666666667,0.7066666666666667,0.64,1.0,1.0,1.0,0.8,0.6933333333333334,0.7066666666666667,0.7066666666666667,0.64,0.689803992087754,0.7053571428571429,0.7053571428571429,0.6389730789802104,0.76,0.7333333333333333,9.364444444444445,8.342222222222222,208.3544096528583,182.8728223322456,0.0,0.013333333333333308,0.06567478607900577,-0.0923414527456725
20,0.6933333333333334,0.6933333333333334,0.68,0.64,1.0,1.0,1.0,0.8,0.6933333333333334,0.6933333333333334,0.68,0.64,0.689803992087754,0.69245854876092,0.6771879483500718,0.6389730789802104,0.76,0.7733333333333333,8.72888888888889,8.857777777777779,193.76621351062772,196.59637804266654,0.25,0.0,0.06206666666666667,-0.06206666666666667
20,0.7066666666666667,0.7066666666666667,0.7333333333333333,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.7066666666666667,0.7333333333333333,0.64,0.7053571428571429,0.7040889526542324,0.7309899569583931,0.6389730789802104,0.7244444444444444,0.7466666666666667,8.511111111111111,8.955555555555556,205.11821703132824,200.7558735343724,0.125,0.0,0.08371622886003376,-0.08371622886003376
20,0.6666666666666666,0.6933333333333334,0.7333333333333333,0.64,1.0,1.0,1.0,0.8,0.6666666666666666,0.6933333333333334,0.7333333333333333,0.64,0.6657158138705651,0.689803992087754,0.7294372294372294,0.6389730789802104,0.7377777777777778,0.7555555555555555,9.195555555555556,8.906666666666666,197.26411627659738,193.9792144167601,0.125,0.026666666666666727,0.05729554034032677,-0.11062887367366012
20,0.7333333333333333,0.72,0.72,0.64,1.0,1.0,1.0,0.8,0.7333333333333333,0.72,0.72,0.64,0.7294372294372294,0.7192012836512748,0.7181964573268921,0.6389730789802104,0.7688888888888888,0.76,9.435555555555556,9.408888888888889,199.93694385934813,194.1204732209739,0.0,-0.013333333333333308,0.09234145274567244,-0.06567478607900583
20,0.7066666666666667,0.7066666666666667,0.72,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.7066666666666667,0.72,0.64,0.7040889526542324,0.7053571428571429,0.7181964573268921,0.6389730789802104,0.7155555555555555,0.7111111111111111,8.768888888888888,8.013333333333334,195.44162430548877,202.71068184622797,0.125,0.0,0.08371622886003376,-0.08371622886003376
20,0.7066666666666667,0.72,0.6933333333333334,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.72,0.6933333333333334,0.64,0.7040889526542324,0.7181964573268921,0.691358024691358,0.6389730789802104,0.7377777777777778,0.7155555555555555,9.008888888888889,9.337777777777777,209.30843187683138,224.19889445516637,0.0,0.013333333333333308,0.08319364192256407,-0.10986030858923068
20,0.72,0.72,0.6533333333333333,0.64,1.0,1.0,1.0,0.8,0.72,0.72,0.6533333333333333,0.64,0.7181964573268921,0.7149321266968325,0.650286944045911,0.6389730789802104,0.7688888888888888,0.7422222222222222,9.342222222222222,9.244444444444444,199.65916710890164,211.8356279272773,0.125,0.0,0.08371622886003376,-0.08371622886003376
20,0.7066666666666667,0.72,0.68,0.64,1.0,1.0,1.0,0.8,0.7066666666666667,0.72,0.68,0.64,0.7053571428571429,0.7167775579931668,0.6794871794871795,0.6389730789802104,0.7511111111111111,0.7511111111111111,8.893333333333333,9.48,189.64010762844853,217.1974056777783,0.0,0.013333333333333308,0.0549804391511884,-0.08164710581785502
20,0.6933333333333334,0.7333333333333333,0.72,0.64,1.0,1.0,1.0,0.8,0.6933333333333334,0.7333333333333333,0.72,0.64,0.691358024691358,0.732142857142857,0.7167775579931668,0.6389730789802104,0.7422222222222222,0.7155555555555555,8.666666666666666,9.044444444444444,180.2751739829781,214.7290410948543,0.5714285714285714,0.039999999999999925,0.03953243084183365,-0.11953243084183361
20,0.6933333333333334,0.7066666666666667,0.68,0.64,1.0,1.0,1.0,0.8,0.6933333333333334,0.7066666666666667,0.68,0.64,0.691358024691358,0.7053571428571429,0.6729651162790697,0.6389730789802104,0.7511111111111111,0.6933333333333334,8.897777777777778,8.582222222222223,180.93000010740246,218.60896393001045,0.0,0.013333333333333308,0.06567478607900577,-0.0923414527456725
