numberOfFeatures,test accuracy_modify,training accuracy_modify,micro f1_modify,macro f1_modify,oobscore_modify,strength_modify,correlation_modify,mcnemar,e-e_modify,upper,downer
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9518716577540107,0.9566037735849057,4.060377358490566,2.4065734702839023,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.9411764705882353,0.9962264150943396,0.9411764705882353,0.9377289377289377,0.9584905660377359,4.011320754716981,2.3149016210480835,0.5,-0.013071895424836666,0.12930664368537628,-0.10316285283570309
1,0.9411764705882353,0.9962264150943396,0.9411764705882353,0.9381207028265852,0.9547169811320755,4.039622641509434,2.5072314481170044,0.5,-0.013071895424836666,0.12930664368537628,-0.10316285283570309
1,0.9411764705882353,0.9981132075471698,0.9411764705882353,0.9381207028265852,0.9641509433962264,4.030188679245283,2.1782998751576153,0.25,-0.013071895424836666,0.13677640257205015,-0.11063261172237696
1,0.9738562091503268,0.9924528301886792,0.9738562091503268,0.9725806451612903,0.9641509433962264,4.020754716981132,2.485647549734536,1.3333333333333333,0.019607843137254832,0.10079699711245234,-0.14001268338696216
1,0.9411764705882353,0.9962264150943396,0.9411764705882353,0.9381207028265852,0.9622641509433962,4.016981132075472,2.2951315741869998,0.25,-0.013071895424836666,0.13677640257205015,-0.11063261172237696
1,0.9607843137254902,0.9962264150943396,0.9607843137254902,0.9588709677419355,0.9584905660377359,4.09622641509434,2.3643173652358325,0.0,0.006535947712418277,0.10431630586118848,-0.11738820128602509
1,0.954248366013072,0.9924528301886792,0.954248366013072,0.9521554612463703,0.960377358490566,4.039622641509434,2.4650803873836233,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.9477124183006536,0.9962264150943396,0.9477124183006536,0.9448250991705734,0.9566037735849057,4.032075471698113,2.5670961835922115,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9411764705882353,0.9981132075471698,0.9411764705882353,0.9377289377289377,0.9679245283018868,4.043396226415094,2.4086419934835233,0.5,-0.013071895424836666,0.12930664368537628,-0.10316285283570309
1,0.934640522875817,0.9924528301886792,0.934640522875817,0.9305807622504537,0.9584905660377359,3.8981132075471696,2.440738618845103,1.3333333333333333,-0.019607843137254943,0.14001268338696213,-0.10079699711245235
1,0.9477124183006536,0.9962264150943396,0.9477124183006536,0.9444646098003628,0.9679245283018868,4.113207547169812,2.2030357647931664,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9477124183006536,0.9981132075471698,0.9477124183006536,0.9448250991705734,0.9622641509433962,3.9415094339622643,2.44536115185003,0.0,-0.0065359477124183885,0.11738820128602509,-0.10431630586118848
1,0.9607843137254902,1.0,0.9607843137254902,0.9586188243779301,0.9641509433962264,4.022641509433963,2.390770758924204,0.0,0.006535947712418277,0.11367657275411555,-0.12674846817895216
1,0.9477124183006536,0.9905660377358491,0.9477124183006536,0.9448250991705734,0.9660377358490566,4.058490566037736,2.4456897494921606,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9477124183006536,0.9943396226415094,0.9477124183006536,0.9448250991705734,0.960377358490566,4.035849056603774,2.236012131604415,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9411764705882353,0.9943396226415094,0.9411764705882353,0.9381207028265852,0.9547169811320755,3.986792452830189,2.5389327599976923,0.16666666666666666,-0.013071895424836666,0.14251926942072135,-0.11637547857104817
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9518716577540107,0.9471698113207547,3.973584905660377,2.484909622471864,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.934640522875817,0.9981132075471698,0.934640522875817,0.9305807622504537,0.9622641509433962,4.016981132075472,2.1320445574263585,1.3333333333333333,-0.019607843137254943,0.14001268338696213,-0.10079699711245235
1,0.954248366013072,0.9943396226415094,0.954248366013072,0.9518716577540107,0.9641509433962264,4.062264150943396,2.419359493617508,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9518716577540107,0.9509433962264151,3.9924528301886792,2.6284830909719386,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.934640522875817,0.9981132075471698,0.934640522875817,0.9310313739632168,0.960377358490566,4.077358490566038,2.189695044053139,0.8,-0.019607843137254943,0.14642090458811083,-0.107205218313601
1,0.9477124183006536,0.9981132075471698,0.9477124183006536,0.9448250991705734,0.9528301886792453,3.90188679245283,2.523991008268239,0.0,-0.0065359477124183885,0.11738820128602509,-0.10431630586118848
1,0.9477124183006536,0.9962264150943396,0.9477124183006536,0.9448250991705734,0.9547169811320755,4.033962264150944,2.2875299273858163,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9518716577540107,0.9528301886792453,3.9358490566037734,2.448721094118115,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.9477124183006536,0.9943396226415094,0.9477124183006536,0.9448250991705734,0.960377358490566,3.9924528301886792,2.3034159213549885,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9411764705882353,0.9962264150943396,0.9411764705882353,0.9377289377289377,0.9679245283018868,4.062264150943396,2.3457198979810125,0.25,-0.013071895424836666,0.13677640257205015,-0.11063261172237696
1,0.9411764705882353,0.9943396226415094,0.9411764705882353,0.9381207028265852,0.9584905660377359,3.950943396226415,2.170763757100717,0.25,-0.013071895424836666,0.13677640257205015,-0.11063261172237696
1,0.954248366013072,0.9943396226415094,0.954248366013072,0.9518716577540107,0.9566037735849057,4.00188679245283,2.4480272227234128,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.9477124183006536,0.9924528301886792,0.9477124183006536,0.9448250991705734,0.9566037735849057,4.011320754716981,2.5217989613225043,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9477124183006536,0.9962264150943396,0.9477124183006536,0.9451612903225807,0.9660377358490566,4.052830188679246,2.298763038385778,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9518716577540107,0.9622641509433962,3.9962264150943394,2.382702056001748,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9518716577540107,0.9716981132075472,4.115094339622641,2.145316025245314,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9515669515669516,0.9660377358490566,4.0452830188679245,2.1072406096987493,0.25,0.0,0.12362091503267973,-0.12362091503267973
1,0.9411764705882353,0.9943396226415094,0.9411764705882353,0.9381207028265852,0.9660377358490566,4.128301886792453,2.197402903162852,0.5,-0.013071895424836666,0.12930664368537628,-0.10316285283570309
1,0.9477124183006536,0.9981132075471698,0.9477124183006536,0.9448250991705734,0.9660377358490566,4.043396226415094,2.35161978334519,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9607843137254902,1.0,0.9607843137254902,0.9586188243779301,0.9584905660377359,4.030188679245283,2.223314500109521,0.0,0.006535947712418277,0.11367657275411555,-0.12674846817895216
1,0.9477124183006536,0.9981132075471698,0.9477124183006536,0.9451612903225807,0.9660377358490566,4.0150943396226415,2.051542184172354,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.954248366013072,0.9962264150943396,0.954248366013072,0.9518716577540107,0.969811320754717,4.194339622641509,2.161503136664326,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.9477124183006536,0.9924528301886792,0.9477124183006536,0.9448250991705734,0.9547169811320755,3.9716981132075473,2.5306206612960533,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9477124183006536,0.9943396226415094,0.9477124183006536,0.9451612903225807,0.9584905660377359,4.10377358490566,2.3775749965990887,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9607843137254902,0.9943396226415094,0.9607843137254902,0.9586188243779301,0.9566037735849057,4.039622641509434,2.41893950838807,0.0,0.006535947712418277,0.11367657275411555,-0.12674846817895216
1,0.954248366013072,0.9962264150943396,0.954248366013072,0.9521554612463703,0.960377358490566,4.130188679245283,2.2761913316071163,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.9477124183006536,0.9924528301886792,0.9477124183006536,0.9451612903225807,0.9528301886792453,3.918867924528302,2.5068247076587222,0.0,-0.0065359477124183885,0.12674846817895216,-0.11367657275411555
1,0.9411764705882353,0.9981132075471698,0.9411764705882353,0.9377289377289377,0.9660377358490566,4.088679245283019,2.1654134599230277,0.25,-0.013071895424836666,0.13677640257205015,-0.11063261172237696
1,0.9411764705882353,0.9981132075471698,0.9411764705882353,0.9377289377289377,0.9660377358490566,4.026415094339622,2.2382606053500624,0.5,-0.013071895424836666,0.12930664368537628,-0.10316285283570309
1,0.954248366013072,0.9981132075471698,0.954248366013072,0.9518716577540107,0.9716981132075472,4.09433962264151,2.0836375417392334,0.5,0.0,0.1161167227598122,-0.1161167227598122
1,0.9607843137254902,0.9981132075471698,0.9607843137254902,0.9588709677419355,0.9528301886792453,4.077358490566038,2.4947238505429055,0.0,0.006535947712418277,0.11367657275411555,-0.12674846817895216
1,0.9411764705882353,0.9905660377358491,0.9411764705882353,0.9377289377289377,0.9547169811320755,4.007547169811321,2.615440804940055,0.5,-0.013071895424836666,0.12930664368537628,-0.10316285283570309
