numberOfFeatures,test accuracy_modify,training accuracy_modify,micro f1_modify,macro f1_modify,oobscore_modify,strength_modify,correlation_modify,mcnemar,e-e_modify,upper,downer
1,0.7169811320754716,0.98,0.7169811320754716,0.716577540106952,0.788,2.076,6.191597022667253,0.125,-0.037735849056603876,0.2408265167805942,-0.16535481866738655
1,0.8113207547169812,0.976,0.8113207547169812,0.8112535612535612,0.796,2.22,6.304264053576325,0.5714285714285714,0.05660377358490565,0.14041876713486454,-0.25362631430467586
1,0.7547169811320755,0.98,0.7547169811320754,0.754367201426025,0.74,1.824,5.7851046262030605,0.125,0.0,0.2025984370660855,-0.2025984370660855
1,0.7735849056603774,0.988,0.7735849056603775,0.7735042735042735,0.724,2.0,6.671697756221613,0.0,0.018867924528301883,0.2018897606768203,-0.23962560973342406
1,0.7735849056603774,0.988,0.7735849056603775,0.7735042735042735,0.788,2.16,5.841510977327659,0.0,0.018867924528301883,0.2018897606768203,-0.23962560973342406
1,0.6792452830188679,0.976,0.6792452830188679,0.6792452830188679,0.764,1.976,6.589364295396905,0.6428571428571429,-0.07547169811320764,0.31332633492655726,-0.16238293870014217
1,0.7735849056603774,0.976,0.7735849056603775,0.7735042735042735,0.776,1.972,6.760229902728226,0.0,0.018867924528301883,0.19019170367993998,-0.22792755273654375
1,0.8301886792452831,0.972,0.8301886792452831,0.830188679245283,0.76,2.076,7.317891472808943,1.125,0.07547169811320753,0.12908201914101616,-0.2800254153674313
1,0.7924528301886793,0.996,0.7924528301886793,0.7921568627450981,0.8,2.088,5.344519216113775,0.1,0.037735849056603765,0.17764922964525307,-0.2531209277584606
1,0.7358490566037735,0.972,0.7358490566037735,0.735,0.736,1.824,7.403915841340941,0.0,-0.018867924528301994,0.22792755273654375,-0.19019170367993998
1,0.8490566037735849,0.976,0.8490566037735849,0.849002849002849,0.808,2.38,6.595398788539461,1.7777777777777777,0.09433962264150941,0.11747396817167383,-0.3061532134546927
1,0.7735849056603774,0.984,0.7735849056603775,0.7728571428571429,0.764,2.02,6.087657129160715,0.0,0.018867924528301883,0.19019170367993998,-0.22792755273654375
1,0.8490566037735849,0.992,0.8490566037735849,0.849002849002849,0.768,2.084,5.959475095065502,1.7777777777777777,0.09433962264150941,0.11747396817167383,-0.3061532134546927
1,0.7547169811320755,0.964,0.7547169811320754,0.7515326361341507,0.768,2.032,5.909712270786187,0.1,0.0,0.21494460781000044,-0.21494460781000044
1,0.8113207547169812,0.968,0.8113207547169812,0.8112535612535612,0.772,1.98,7.410675983836989,0.3076923076923077,0.05660377358490565,0.17560162253648523,-0.28880916970629655
1,0.8113207547169812,0.984,0.8113207547169812,0.8112535612535612,0.76,2.044,7.030453145154835,0.36363636363636365,0.05660377358490565,0.16499185776560965,-0.27819940493542095
1,0.7924528301886793,0.98,0.7924528301886793,0.7924528301886792,0.736,1.804,6.798477899801011,0.125,0.037735849056603765,0.1653548186673866,-0.24082651678059414
1,0.8301886792452831,0.968,0.8301886792452831,0.8299465240641711,0.8,2.208,6.200687134217646,0.9,0.07547169811320753,0.14122498642288225,-0.29216838264929734
1,0.7924528301886793,0.976,0.7924528301886793,0.7912638739706408,0.78,2.108,5.855172364738235,0.08333333333333333,0.037735849056603765,0.18877276917971564,-0.26424446729292317
1,0.7735849056603774,0.968,0.7735849056603775,0.7735042735042735,0.764,2.04,7.303632810486141,0.0,0.018867924528301883,0.2018897606768203,-0.23962560973342406
1,0.7924528301886793,0.98,0.7924528301886793,0.792156862745098,0.78,2.052,6.190822189166652,0.07142857142857142,0.037735849056603765,0.1990073425607691,-0.27447904067397666
