numberOfFeatures,test accuracy_modify,training accuracy_modify,micro f1_modify,macro f1_modify,oobscore_modify,strength_modify,correlation_modify,mcnemar,e-e_modify,upper,downer
1,0.7833333333333333,0.9876543209876543,0.7833333333333333,0.781818181818182,0.7366255144032922,2.0205761316872426,6.804032110354229,0.0,0.016666666666666607,0.1794240321033247,-0.21275736543665802
1,0.7833333333333333,0.9876543209876543,0.7833333333333333,0.7827903091060986,0.7777777777777778,2.1934156378600824,6.152234206557815,0.0,0.016666666666666607,0.1897584568398685,-0.22309179017320183
1,0.7666666666666667,0.9753086419753086,0.7666666666666667,0.76,0.720164609053498,1.9423868312757202,6.7639699487461575,0.16666666666666666,0.0,0.17801666493091717,-0.17801666493091717
1,0.7166666666666667,0.9670781893004116,0.7166666666666667,0.7146853146853147,0.7942386831275721,2.049382716049383,6.2577151194771945,0.4444444444444444,-0.050000000000000044,0.24681329195339394,-0.14681329195339396
1,0.8,0.9876543209876543,0.8000000000000002,0.7991071428571428,0.7695473251028807,2.1728395061728394,6.010023826605601,0.16666666666666666,0.033333333333333326,0.14512664061276864,-0.21179330727943535
1,0.7666666666666667,0.9753086419753086,0.7666666666666667,0.7643097643097643,0.7736625514403292,2.242798353909465,6.517639041148136,0.16666666666666666,0.0,0.17801666493091717,-0.17801666493091717
1,0.7833333333333333,0.9835390946502057,0.7833333333333333,0.7803435651929034,0.7860082304526749,2.168724279835391,5.696402883392454,0.0,0.016666666666666607,0.16786403865209845,-0.20119737198543178
1,0.7666666666666667,0.9753086419753086,0.7666666666666667,0.7624434389140272,0.7860082304526749,2.3786008230452675,6.661736221205918,0.25,0.0,0.16333333333333336,-0.16333333333333336
1,0.75,0.9958847736625515,0.75,0.7482517482517482,0.7654320987654321,2.0987654320987654,6.034273492641277,0.0,-0.01666666666666672,0.21275736543665802,-0.1794240321033247
1,0.7666666666666667,0.9753086419753086,0.7666666666666667,0.765625,0.831275720164609,2.2263374485596708,6.02035847932363,0.16666666666666666,0.0,0.17801666493091717,-0.17801666493091717
1,0.7833333333333333,0.9794238683127572,0.7833333333333333,0.781818181818182,0.7942386831275721,2.2016460905349793,6.491484429976957,0.0,0.016666666666666607,0.16786403865209845,-0.20119737198543178
1,0.7833333333333333,0.9917695473251029,0.7833333333333333,0.7803435651929034,0.8024691358024691,2.2263374485596708,6.810250766562399,0.0,0.016666666666666607,0.16786403865209845,-0.20119737198543178
1,0.7166666666666667,0.9876543209876543,0.7166666666666667,0.7127569698676429,0.7818930041152263,2.366255144032922,5.687927714971322,0.4444444444444444,-0.050000000000000044,0.24681329195339394,-0.14681329195339396
1,0.7666666666666667,0.9753086419753086,0.7666666666666667,0.7643097643097643,0.7407407407407407,1.97119341563786,7.107078044542948,0.125,0.0,0.19039528607504222,-0.19039528607504222
1,0.7666666666666667,0.9794238683127572,0.7666666666666667,0.7643097643097643,0.7983539094650206,2.259259259259259,5.950561582139861,0.16666666666666666,0.0,0.17801666493091717,-0.17801666493091717
1,0.8,0.9835390946502057,0.8000000000000002,0.7991071428571428,0.7777777777777778,2.2839506172839505,6.154302399338266,0.1,0.033333333333333326,0.16831150180982205,-0.2349781684764887
